,node,tag,level,device,measurements,unit,asset
254,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter303_Measure.DC_InputPower,Inverter303_Measure.DC_InputPower,1,Inverter303,DC_InputPower,kW,hawt
255,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter303_Measure.DC_VoltagePV,Inverter303_Measure.DC_VoltagePV,1,Inverter303,DC_VoltagePV,V,hawt
256,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter303_Measure.Frequency,Inverter303_Measure.Frequency,1,Inverter303,Frequency,Hz,hawt
257,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter303_Measure.PowerFactor,Inverter303_Measure.PowerFactor,1,Inverter303,PowerFactor,%,hawt
258,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter303_Measure.ReactivePower_kVAr,Inverter303_Measure.ReactivePower_kVAr,1,Inverter303,ReactivePower,kVAr,hawt
259,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter303_Measure.Vab,Inverter303_Measure.Vab,1,Inverter303,Vab,kV,hawt
260,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter303_Measure.Vbc,Inverter303_Measure.Vbc,1,Inverter303,Vbc,kV,hawt
261,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter303_Measure.Vca,Inverter303_Measure.Vca,1,Inverter303,Vca,kV,hawt
262,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter303_Measure.Ia,Inverter303_MeasureIa,1,Inverter303,Ia,A,hawt
263,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter303_Measure.Ib,Inverter303_MeasureIa,1,Inverter303,Ib,A,hawt
264,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter303_Measure.Ic,Inverter303_MeasureIa,1,Inverter303,Ic,A,hawt
265,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter304_Measure.ActivePower_kW,Inverter304_Measure.ActivePower_kW,1,Inverter304,ActivePower,kW,hawt
266,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter304_Measure.DC_InputCurrent,Inverter304_Measure.DC_InputCurrent,1,Inverter304,DC_InputCurrent,A,hawt
267,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter304_Measure.DC_InputPower,Inverter304_Measure.DC_InputPower,1,Inverter304,DC_InputPower,kW,hawt
268,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter304_Measure.DC_VoltagePV,Inverter304_Measure.DC_VoltagePV,1,Inverter304,DC_VoltagePV,V,hawt
269,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter304_Measure.Frequency,Inverter304_Measure.Frequency,1,Inverter304,Frequency,Hz,hawt
270,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter304_Measure.PowerFactor,Inverter304_Measure.PowerFactor,1,Inverter304,PowerFactor,%,hawt
271,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter304_Measure.ReactivePower_kVAr,Inverter304_Measure.ReactivePower_kVAr,1,Inverter304,ReactivePower,kVAr,hawt
272,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter304_Measure.Vab,Inverter304_Measure.Vab,1,Inverter304,Vab,kV,hawt
273,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter304_Measure.Vbc,Inverter304_Measure.Vbc,1,Inverter304,Vbc,kV,hawt
274,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter304_Measure.Vca,Inverter304_Measure.Vca,1,Inverter304,Vca,kV,hawt
275,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter304_Measure.Ia,Inverter304_MeasureIa,1,Inverter304,Ia,A,hawt
276,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter304_Measure.Ib,Inverter304_MeasureIa,1,Inverter304,Ib,A,hawt
277,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter304_Measure.Ic,Inverter304_MeasureIa,1,Inverter304,Ic,A,hawt
278,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter305_Measure.ActivePower_kW,Inverter305_Measure.ActivePower_kW,1,Inverter305,ActivePower,kW,hawt
279,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter305_Measure.DC_InputCurrent,Inverter305_Measure.DC_InputCurrent,1,Inverter305,DC_InputCurrent,A,hawt
280,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter305_Measure.DC_InputPower,Inverter305_Measure.DC_InputPower,1,Inverter305,DC_InputPower,kW,hawt
281,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter305_Measure.DC_VoltagePV,Inverter305_Measure.DC_VoltagePV,1,Inverter305,DC_VoltagePV,V,hawt
282,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter305_Measure.Frequency,Inverter305_Measure.Frequency,1,Inverter305,Frequency,Hz,hawt
283,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter305_Measure.PowerFactor,Inverter305_Measure.PowerFactor,1,Inverter305,PowerFactor,%,hawt
284,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter305_Measure.ReactivePower_kVAr,Inverter305_Measure.ReactivePower_kVAr,1,Inverter305,ReactivePower,kVAr,hawt
285,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter305_Measure.Vab,Inverter305_Measure.Vab,1,Inverter305,Vab,kV,hawt
286,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter305_Measure.Vbc,Inverter305_Measure.Vbc,1,Inverter305,Vbc,kV,hawt
287,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter305_Measure.Vca,Inverter305_Measure.Vca,1,Inverter305,Vca,kV,hawt
288,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter305_Measure.Ia,Inverter305_MeasureIa,1,Inverter305,Ia,A,hawt
289,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter305_Measure.Ib,Inverter305_MeasureIa,1,Inverter305,Ib,A,hawt
290,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter305_Measure.Ic,Inverter305_MeasureIa,1,Inverter305,Ic,A,hawt
291,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter306_Measure.ActivePower_kW,Inverter306_Measure.ActivePower_kW,1,Inverter306,ActivePower,kW,hawt
292,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter306_Measure.DC_InputCurrent,Inverter306_Measure.DC_InputCurrent,1,Inverter306,DC_InputCurrent,A,hawt
293,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter306_Measure.DC_InputPower,Inverter306_Measure.DC_InputPower,1,Inverter306,DC_InputPower,kW,hawt
294,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter306_Measure.DC_VoltagePV,Inverter306_Measure.DC_VoltagePV,1,Inverter306,DC_VoltagePV,V,hawt
295,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter306_Measure.Frequency,Inverter306_Measure.Frequency,1,Inverter306,Frequency,Hz,hawt
296,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter306_Measure.PowerFactor,Inverter306_Measure.PowerFactor,1,Inverter306,PowerFactor,%,hawt
297,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter306_Measure.ReactivePower_kVAr,Inverter306_Measure.ReactivePower_kVAr,1,Inverter306,ReactivePower,kVAr,hawt
298,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter306_Measure.Vab,Inverter306_Measure.Vab,1,Inverter306,Vab,kV,hawt
299,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter306_Measure.Vbc,Inverter306_Measure.Vbc,1,Inverter306,Vbc,kV,hawt
300,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter306_Measure.Vca,Inverter306_Measure.Vca,1,Inverter306,Vca,kV,hawt
301,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter306_Measure.Ia,Inverter306_MeasureIa,1,Inverter306,Ia,A,hawt
302,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter306_Measure.Ib,Inverter306_MeasureIa,1,Inverter306,Ib,A,hawt
303,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter306_Measure.Ic,Inverter306_MeasureIa,1,Inverter306,Ic,A,hawt
304,ns=2;s=GalaxyUAChannel.GalaxyUA.Amazon.Inverter307_Measure.ActivePower_kW,Inverter307_Measure.ActivePower_kW,1,Inverter307,ActivePower,kW,hawt
